Time[s],Load[kN]
2.02449,-0.0013
2.02456,-0.0013
2.02464,-0.0013
2.02471,-0.0013
2.02478,-0.0013
2.02485,-0.0013
2.02492,-0.0013
2.02499,-0.0013
2.02507,-0.0013
2.02514,-0.0011
2.02521,-0.001
2.02529,-0.001
2.02536,-0.0011
2.02548,-0.0011
2.08527,-0.0012
2.08537,-0.0012
2.08546,-0.0013
2.08551,-0.0014
2.08555,-0.0014
2.08562,-0.0014
2.08567,-0.0014
2.08572,-0.0014
2.08576,-0.0014
2.08581,-0.0014
2.08585,-0.0013
2.0859,-0.0013
2.08595,-0.0013
2.08599,-0.0013
2.08604,-0.0012
2.08608,-0.0012
2.08612,-0.0012
2.08617,-0.0013
2.08621,-0.0013
2.08625,-0.0013
2.08629,-0.0013
2.08634,-0.0013
2.08638,-0.0013
2.08642,-0.0014
2.08647,-0.0014
2.08651,-0.0014
2.08655,-0.0014
2.0866,-0.0013
2.08664,-0.0013
2.08669,-0.0012
2.08675,-0.0012
2.08684,-0.0012
2.08691,-0.0012
2.08698,-0.0012
2.08704,-0.0012
2.1411,-0.0012
2.14119,-0.0011
2.14128,-0.001
2.14136,-0.0011
2.14148,-0.0011
2.14156,-0.0012
2.14164,-0.0013
2.14172,-0.0014
2.1418,-0.0013
2.14188,-0.0013
2.14196,-0.0013
2.14204,-0.0012
2.14211,-0.0012
2.14219,-0.0012
2.14227,-0.0012
2.14235,-0.0012
2.14243,-0.0012
2.14251,-0.0012
2.14259,-0.0012
2.14267,-0.0012
2.14275,-0.0012
2.14283,-0.0012
2.14291,-0.0013
2.14299,-0.0013
2.14306,-0.0013
2.14311,-0.0013
2.14316,-0.0013
2.14321,-0.0013
2.14326,-0.0013
2.14331,-0.0013
2.14336,-0.0012
2.14341,-0.0012
2.14346,-0.0012
2.14351,-0.0012
2.14356,-0.0013
2.14361,-0.0013
2.20002,-0.0013
2.2001,-0.0012
2.20018,-0.0012
2.20025,-0.0012
2.20032,-0.0012
2.20039,-0.0012
2.20046,-0.0012
2.20053,-0.0012
2.2006,-0.0012
2.20067,-0.0012
2.20074,-0.0012
2.20081,-0.0012
2.20088,-0.0011
2.20095,-0.0011
2.20102,-0.0011
2.2011,-0.0011
2.20117,-0.0011
2.20124,-0.0011
2.20131,-0.0011
2.20141,-0.0012
2.20149,-0.0012
2.20157,-0.0012
2.20164,-0.0012
2.20171,-0.0012
2.20178,-0.0012
2.20185,-0.0012
2.2019,-0.0012
2.20194,-0.0012
2.20199,-0.0013
2.20203,-0.0012
2.20208,-0.0011
2.20212,-0.0011
2.20217,-0.0011
2.20221,-0.0012
2.20225,-0.0012
2.2589,-0.0012
2.25899,-0.0012
2.25906,-0.0012
2.25914,-0.0013
2.25921,-0.0013
2.25928,-0.0013
2.25935,-0.0013
2.25942,-0.0013
2.25949,-0.0013
2.25956,-0.0013
2.25963,-0.0014
2.2597,-0.0013
2.25977,-0.0013
2.25984,-0.0012
2.25991,-0.0011
2.25998,-0.001
2.26006,-0.0011
2.26013,-0.0012
2.2602,-0.0013
2.26027,-0.0013
2.26034,-0.0012
2.26041,-0.0011
2.26048,-0.0011
2.26055,-0.0011
2.26062,-0.0012
2.26069,-0.0012
2.26076,-0.0013
2.26083,-0.0013
2.2609,-0.0014
2.26098,-0.0014
2.26105,-0.0013
2.26112,-0.0013
2.26119,-0.0012
2.26126,-0.0012
2.26133,-0.0012
2.31814,-0.0012
2.31822,-0.0012
2.31829,-0.0013
2.31836,-0.0013
2.31843,-0.0012
2.31848,-0.0012
2.31852,-0.0012
2.31856,-0.0011
2.3186,-0.0011
2.31865,-0.0012
2.31869,-0.0012
2.31873,-0.0013
2.31878,-0.0013
2.31882,-0.0013
2.31886,-0.0013
2.31891,-0.0013
2.31895,-0.0012
2.31899,-0.0012
2.31904,-0.0012
2.31908,-0.0012
2.31912,-0.0012
2.31916,-0.0013
2.31921,-0.0013
2.31925,-0.0012
2.31929,-0.0012
2.31934,-0.0012
2.31938,-0.0012
2.31942,-0.0012
2.31947,-0.0012
2.31951,-0.0012
2.31956,-0.0012
2.3196,-0.0013
2.31965,-0.0013
2.31969,-0.0013
2.31973,-0.0013
2.31978,-0.0013
2.37706,-0.0012
2.37714,-0.0011
2.37721,-0.0011
2.37729,-0.0012
2.37736,-0.0013
2.37747,-0.0013
2.37754,-0.0013
2.37762,-0.0013
2.37769,-0.0013
2.37776,-0.0012
2.37783,-0.0012
2.3779,-0.0012
2.37797,-0.0012
2.37804,-0.0012
2.37811,-0.0013
2.37818,-0.0013
2.37825,-0.0013
2.37832,-0.0013
2.37839,-0.0013
2.37846,-0.0012
2.37853,-0.0012
2.3786,-0.0012
2.37867,-0.0013
2.37874,-0.0013
2.37881,-0.0013
2.37888,-0.0013
2.37895,-0.0013
2.37902,-0.0013
2.3791,-0.0013
2.37917,-0.0012
2.37924,-0.0011
2.37931,-0.0012
2.37939,-0.0012
2.37946,-0.0012
2.37953,-0.0013
2.4363,-0.0013
2.43638,-0.0013
2.43645,-0.0012
2.43652,-0.0012
2.43659,-0.0012
2.43666,-0.0012
2.43673,-0.0013
2.4368,-0.0013
2.43687,-0.0013
2.43694,-0.0013
2.43701,-0.0013
2.43708,-0.0013
2.43715,-0.0013
2.43723,-0.0013
2.4373,-0.0012
2.43737,-0.0012
2.43748,-0.0012
2.43753,-0.0013
2.43757,-0.0013
2.43762,-0.0013
2.43766,-0.0013
2.4377,-0.0012
2.43774,-0.0012
2.43779,-0.0012
2.43783,-0.0012
2.43787,-0.0012
2.43791,-0.0012
2.43796,-0.0012
2.438,-0.0012
2.43805,-0.0012
2.43809,-0.0012
2.43814,-0.0012
2.43818,-0.0012
2.43822,-0.0012
2.43827,-0.0012
2.43831,-0.0012
2.49519,-0.0012
2.49524,-0.0012
2.49528,-0.0012
2.49532,-0.0012
2.49537,-0.0012
2.49541,-0.0013
2.49545,-0.0013
2.49549,-0.0013
2.49554,-0.0013
2.49558,-0.0013
2.49562,-0.0013
2.49566,-0.0012
2.49571,-0.0012
2.49575,-0.0012
2.49579,-0.0012
2.49584,-0.0012
2.49588,-0.0012
2.49592,-0.0011
2.49596,-0.0012
2.49601,-0.0012
2.49605,-0.0013
2.49609,-0.0013
2.49613,-0.0013
2.49618,-0.0013
2.49622,-0.0013
2.49626,-0.0012
2.49631,-0.0012
2.49635,-0.0012
2.49639,-0.0012
2.49644,-0.0011
2.49648,-0.0012
2.49653,-0.0012
2.49657,-0.0012
2.49662,-0.0012
2.49666,-0.0012
2.55445,-0.0011
2.55453,-0.0012
2.5546,-0.0012
2.55467,-0.0013
2.55474,-0.0013
2.55482,-0.0012
2.55489,-0.0011
2.55496,-0.0011
2.55503,-0.0012
2.5551,-0.0013
2.55517,-0.0013
2.55524,-0.0012
2.55531,-0.0012
2.55538,-0.0012
2.55545,-0.0012
2.55552,-0.0013
2.55559,-0.0013
2.55566,-0.0012
2.55573,-0.0012
2.5558,-0.0013
2.55587,-0.0012
2.55591,-0.0013
2.55596,-0.0013
2.556,-0.0013
2.55604,-0.0013
2.55608,-0.0013
2.55613,-0.0013
2.55617,-0.0013
2.55622,-0.0013
2.55626,-0.0013
2.55631,-0.0013
2.55635,-0.0013
2.55639,-0.0013
2.55644,-0.0013
2.55648,-0.0012
2.55653,-0.0012
2.61343,-0.0012
2.61353,-0.0012
2.61361,-0.0012
2.61369,-0.0012
2.61377,-0.0012
2.61385,-0.0013
2.61393,-0.0013
2.61401,-0.0013
2.61409,-0.0013
2.61417,-0.0012
2.61424,-0.0012
2.61432,-0.0012
2.61437,-0.0012
2.61442,-0.0012
2.61447,-0.0012
2.61451,-0.0012
2.61456,-0.0011
2.61461,-0.0011
2.61466,-0.0011
2.61471,-0.0011
2.61476,-0.0012
2.6148,-0.0012
2.61485,-0.0012
2.6149,-0.0011
2.61495,-0.0011
2.615,-0.0011
2.61505,-0.0012
2.6151,-0.0013
2.61515,-0.0012
2.6152,-0.0012
2.61525,-0.0012
2.6153,-0.0012
2.61535,-0.0012
2.6154,-0.0011
2.61545,-0.0011
2.67229,-0.0012
2.67238,-0.0012
2.67246,-0.0012
2.67254,-0.0012
2.67262,-0.0013
2.6727,-0.0013
2.67278,-0.0013
2.67286,-0.0013
2.67294,-0.0012
2.67302,-0.0013
2.6731,-0.0013
2.67318,-0.0013
2.67326,-0.0013
2.67334,-0.0012
2.67346,-0.0012
2.67354,-0.0012
2.67362,-0.0012
2.6737,-0.0012
2.67378,-0.0012
2.67387,-0.0012
2.67395,-0.0012
2.67402,-0.0012
2.6741,-0.0012
2.67418,-0.0013
2.67426,-0.0013
2.67434,-0.0013
2.67442,-0.0012
2.6745,-0.0012
2.67458,-0.0012
2.67466,-0.0012
2.67474,-0.0013
2.67482,-0.0013
2.6749,-0.0012
2.67498,-0.0012
2.67507,-0.0011
2.7315,-0.0011
2.73159,-0.0012
2.73166,-0.0012
2.73173,-0.0012
2.7318,-0.0012
2.73184,-0.0012
2.73189,-0.0012
2.73193,-0.0012
2.73197,-0.0012
2.73201,-0.0012
2.73206,-0.0012
2.7321,-0.0012
2.73214,-0.0011
2.73219,-0.0011
2.73223,-0.0012
2.73227,-0.0013
2.73231,-0.0013
2.73236,-0.0013
2.7324,-0.0012
2.73244,-0.0012
2.73249,-0.0012
2.73253,-0.0012
2.73257,-0.0012
2.73261,-0.0012
2.73266,-0.0012
2.7327,-0.0013
2.73274,-0.0012
2.73279,-0.0012
2.73283,-0.0012
2.73288,-0.0013
2.73292,-0.0013
2.73297,-0.0012
2.73301,-0.0012
2.73305,-0.0011
2.7331,-0.0011
2.73314,-0.001
2.79049,-0.001
2.79058,-0.0011
2.79064,-0.0011
2.79069,-0.0012
2.79074,-0.0012
2.79078,-0.0012
2.79082,-0.0012
2.79086,-0.0011
2.79091,-0.0011
2.79095,-0.0011
2.79099,-0.0011
2.79103,-0.0012
2.79108,-0.0012
2.79112,-0.0012
2.79116,-0.0012
2.79121,-0.0011
2.79125,-0.0012
2.79129,-0.0012
2.79134,-0.0013
2.79138,-0.0013
2.79142,-0.0013
2.79147,-0.0013
2.79151,-0.0012
2.79155,-0.0012
2.79159,-0.0012
2.79164,-0.0012
2.79168,-0.0012
2.79173,-0.0012
2.79177,-0.0012
2.79181,-0.0012
2.79186,-0.0012
2.7919,-0.0012
2.79195,-0.0013
2.79199,-0.0013
2.79204,-0.0012
2.84967,-0.0012
2.84975,-0.0012
2.84983,-0.0012
2.84991,-0.0012
2.84999,-0.0012
2.85007,-0.0013
2.85015,-0.0013
2.85023,-0.0013
2.85031,-0.0013
2.85039,-0.0012
2.85047,-0.0012
2.85055,-0.0012
2.85063,-0.0012
2.85071,-0.0013
2.85079,-0.0013
2.85087,-0.0013
2.85094,-0.0013
2.85102,-0.0012
2.8511,-0.0012
2.85118,-0.0013
2.85126,-0.0013
2.85134,-0.0013
2.85142,-0.0012
2.8515,-0.0012
2.85158,-0.0012
2.85166,-0.0013
2.85174,-0.0013
2.85182,-0.0013
2.8519,-0.0012
2.85198,-0.0012
2.85206,-0.0013
2.85214,-0.0013
2.85222,-0.0013
2.8523,-0.0013
2.85238,-0.0013
2.85246,-0.0013
2.90854,-0.0012
2.90859,-0.0012
2.90863,-0.0012
2.90868,-0.0013
2.90872,-0.0013
2.90876,-0.0012
2.90881,-0.0012
2.90885,-0.0012
2.90889,-0.0012
2.90893,-0.0012
2.90898,-0.0012
2.90902,-0.0012
2.90906,-0.0011
2.9091,-0.0011
2.90914,-0.0012
2.90919,-0.0012
2.90923,-0.0012
2.90927,-0.0012
2.90931,-0.0012
2.90936,-0.0012
2.90947,-0.0012
2.90954,-0.0012
2.90962,-0.0012
2.90969,-0.0012
2.90976,-0.0012
2.90983,-0.0013
2.9099,-0.0013
2.90997,-0.0013
2.91005,-0.0013
2.91012,-0.0013
2.91019,-0.0012
2.91026,-0.0012
2.91033,-0.0012
2.91041,-0.0012
2.91048,-0.0013
2.96781,-0.0013
2.96801,-0.0013
2.96807,-0.0013
2.96811,-0.0012
2.96816,-0.0013
2.9682,-0.0013
2.96824,-0.0013
2.96828,-0.0013
2.96833,-0.0014
2.96837,-0.0013
2.96841,-0.0013
2.96846,-0.0013
2.9685,-0.0012
2.96854,-0.0012
2.96858,-0.0012
2.96863,-0.0012
2.96867,-0.0012
2.96871,-0.0012
2.96876,-0.0012
2.9688,-0.0013
2.96884,-0.0013
2.96888,-0.0013
2.96893,-0.0013
2.96897,-0.0014
2.96901,-0.0013
2.96906,-0.0013
2.9691,-0.0012
2.96914,-0.0012
2.96919,-0.0012
2.96923,-0.0012
2.96928,-0.0013
2.96932,-0.0014
2.96937,-0.0014
2.96953,-0.0013
2.9696,-0.0013
2.96965,-0.0012
3.02674,-0.0012
3.02683,-0.0012
3.0269,-0.0012
3.02698,-0.0012
3.02705,-0.0012
3.02712,-0.0013
3.02719,-0.0013
3.02726,-0.0013
3.02733,-0.0013
3.0274,-0.0013
3.02747,-0.0013
3.02754,-0.0013
3.02761,-0.0013
3.02768,-0.0012
3.02775,-0.0012
3.02783,-0.0012
3.0279,-0.0012
3.02797,-0.0012
3.02804,-0.0012
3.02811,-0.0012
3.02818,-0.0012
3.02825,-0.0012
3.02832,-0.0013
3.02839,-0.0013
3.02846,-0.0013
3.02853,-0.0012
3.0286,-0.0012
3.02867,-0.0012
3.02874,-0.0012
3.02881,-0.0012
3.02889,-0.0012
3.02896,-0.0012
3.02903,-0.0013
3.0291,-0.0013
3.02917,-0.0012
3.08565,-0.0013
3.08573,-0.0013
3.0858,-0.0013
3.08588,-0.0012
3.08595,-0.0012
3.08602,-0.0012
3.08609,-0.0012
3.08616,-0.0013
3.08623,-0.0012
3.08631,-0.0012
3.08638,-0.0012
3.08645,-0.0012
3.08652,-0.0013
3.08659,-0.0013
3.08666,-0.0013
3.08673,-0.0012
3.0868,-0.0012
3.08687,-0.0012
3.08694,-0.0013
3.08701,-0.0013
3.08708,-0.0013
3.08715,-0.0014
3.08722,-0.0014
3.08729,-0.0014
3.08736,-0.0014
3.08743,-0.0013
3.0875,-0.0012
3.08758,-0.0012
3.08765,-0.0012
3.08772,-0.0012
3.08779,-0.0013
3.08786,-0.0013
3.08793,-0.0013
3.08801,-0.0012
3.08808,-0.0011
3.14487,-0.0011
3.14495,-0.0011
3.14503,-0.0011
3.1451,-0.0012
3.14517,-0.0012
3.14524,-0.0013
3.14531,-0.0013
3.14542,-0.0013
3.1455,-0.0013
3.14557,-0.0012
3.14564,-0.0012
3.14571,-0.0012
3.14578,-0.0012
3.14585,-0.0012
3.14592,-0.0012
3.14599,-0.0012
3.14606,-0.0012
3.14613,-0.0012
3.1462,-0.0011
3.14627,-0.0011
3.14635,-0.0012
3.14642,-0.0012
3.14649,-0.0012
3.14656,-0.0013
3.14663,-0.0013
3.1467,-0.0013
3.14677,-0.0013
3.14684,-0.0013
3.14691,-0.0013
3.14699,-0.0012
3.14706,-0.0012
3.14713,-0.0012
3.1472,-0.0012
3.14727,-0.0012
3.14734,-0.0012
3.14742,-0.0012
3.20382,-0.0012
3.20391,-0.0013
3.20399,-0.0013
3.20407,-0.0013
3.20415,-0.0013
3.20423,-0.0012
3.20431,-0.0011
3.20439,-0.0011
3.20447,-0.0011
3.20455,-0.0012
3.20463,-0.0013
3.20471,-0.0014
3.20493,-0.0014
3.20505,-0.0013
3.20515,-0.0012
3.20523,-0.0011
3.20532,-0.0011
3.20543,-0.0011
3.20548,-0.0012
3.20553,-0.0012
3.20558,-0.0012
3.20563,-0.0012
3.20567,-0.0012
3.20572,-0.0012
3.20577,-0.0013
3.20582,-0.0012
3.20587,-0.0013
3.20592,-0.0013
3.20597,-0.0013
3.20602,-0.0013
3.20607,-0.0013
3.20611,-0.0012
3.20616,-0.0012
3.20621,-0.0013
3.20626,-0.0014
3.26301,-0.0014
3.26306,-0.0014
3.26311,-0.0014
3.26316,-0.0013
3.26321,-0.0012
3.26326,-0.0012
3.2633,-0.0011
3.26335,-0.0011
3.2634,-0.0012
3.26345,-0.0012
3.2635,-0.0013
3.26354,-0.0013
3.26359,-0.0013
3.26364,-0.0013
3.26369,-0.0012
3.26373,-0.0012
3.26378,-0.0013
3.26383,-0.0013
3.26388,-0.0014
3.26392,-0.0014
3.26397,-0.0014
3.26402,-0.0013
3.26407,-0.0013
3.26412,-0.0012
3.26416,-0.0012
3.26421,-0.0012
3.26426,-0.0012
3.26431,-0.0012
3.26436,-0.0013
3.26441,-0.0013
3.26446,-0.0014
3.26451,-0.0014
3.26456,-0.0013
3.26461,-0.0012
3.26466,-0.0012
3.26471,-0.0012
3.32195,-0.0012
3.32203,-0.0013
3.3221,-0.0013
3.32216,-0.0013
3.32223,-0.0013
3.32229,-0.0012
3.32235,-0.0012
3.32242,-0.0012
3.32247,-0.0012
3.32252,-0.0012
3.32256,-0.0011
3.32259,-0.0011
3.32263,-0.0011
3.32267,-0.001
3.32271,-0.0011
3.32275,-0.0011
3.32279,-0.0011
3.32283,-0.0012
3.32286,-0.0012
3.3229,-0.0012
3.32294,-0.0013
3.32298,-0.0013
3.32302,-0.0013
3.32306,-0.0013
3.32309,-0.0012
3.32313,-0.0012
3.32317,-0.0012
3.32321,-0.0013
3.32325,-0.0013
3.32341,-0.0013
3.32346,-0.0013
3.3235,-0.0013
3.32354,-0.0013
3.32358,-0.0012
3.32362,-0.0012
3.38123,-0.0011
3.3813,-0.0011
3.38136,-0.0012
3.38146,-0.0012
3.38152,-0.0012
3.38159,-0.0012
3.38165,-0.0012
3.38171,-0.0012
3.38178,-0.0012
3.38184,-0.0012
3.3819,-0.0013
3.38197,-0.0014
3.38203,-0.0013
3.38209,-0.0012
3.38213,-0.0012
3.38217,-0.0012
3.38221,-0.0012
3.38225,-0.0012
3.38229,-0.0012
3.38233,-0.0012
3.38236,-0.0013
3.3824,-0.0012
3.38244,-0.0012
3.38248,-0.0011
3.38252,-0.001
3.38256,-0.0011
3.3826,-0.0011
3.38264,-0.0012
3.38268,-0.0012
3.38272,-0.0013
3.38276,-0.0013
3.3828,-0.0013
3.38284,-0.0013
3.38288,-0.0013
3.38292,-0.0013
3.38296,-0.0013
3.44011,-0.0013
3.44019,-0.0013
3.44026,-0.0013
3.44033,-0.0013
3.4404,-0.0012
3.44047,-0.0013
3.44053,-0.0013
3.44058,-0.0013
3.44062,-0.0013
3.44067,-0.0013
3.44071,-0.0012
3.44075,-0.0012
3.4408,-0.0012
3.44084,-0.0012
3.44088,-0.0012
3.44093,-0.0012
3.44097,-0.0012
3.44101,-0.0011
3.44105,-0.0011
3.4411,-0.0011
3.44114,-0.0011
3.44118,-0.0012
3.44123,-0.0012
3.44127,-0.0012
3.44131,-0.0012
3.44135,-0.0012
3.44147,-0.0012
3.44153,-0.0012
3.44157,-0.0012
3.44162,-0.0012
3.44166,-0.0012
3.44171,-0.0013
3.44175,-0.0013
3.4418,-0.0013
3.44184,-0.0013
3.49903,-0.0012
3.49912,-0.0012
3.4992,-0.0012
3.49928,-0.0012
3.49936,-0.0012
3.49944,-0.0011
3.49952,-0.0011
3.4996,-0.0011
3.49968,-0.0012
3.49976,-0.0012
3.49984,-0.0013
3.49992,-0.0012
3.5,-0.0012
3.50008,-0.0012
3.50016,-0.0012
3.50024,-0.0013
3.50032,-0.0013
3.50039,-0.0013
3.50047,-0.0013
3.50055,-0.0013
3.50063,-0.0012
3.50071,-0.0013
3.50079,-0.0012
3.50087,-0.0012
3.50095,-0.0012
3.50103,-0.0013
3.50111,-0.0013
3.50119,-0.0013
3.50127,-0.0012
3.50135,-0.0012
3.50148,-0.0012
3.50156,-0.0012
3.50165,-0.0012
3.50173,-0.0012
3.50181,-0.0012
3.55827,-0.0012
3.55836,-0.0012
3.55844,-0.0012
3.55852,-0.0013
3.55859,-0.0013
3.55865,-0.0012
3.5587,-0.0012
3.55874,-0.0011
3.55879,-0.0011
3.55884,-0.0012
3.55889,-0.0012
3.55894,-0.0012
3.55898,-0.0012
3.55903,-0.0012
3.55908,-0.0013
3.55913,-0.0013
3.55918,-0.0012
3.55923,-0.0012
3.55927,-0.0012
3.55932,-0.0012
3.55937,-0.0012
3.55942,-0.0012
3.55947,-0.0012
3.55951,-0.0012
3.55956,-0.0012
3.55961,-0.0013
3.55966,-0.0013
3.55971,-0.0013
3.55976,-0.0013
3.55981,-0.0013
3.55986,-0.0012
3.55991,-0.0012
3.55996,-0.0012
3.56001,-0.0012
3.56006,-0.0012
3.56011,-0.0012
3.61716,-0.0012
3.61723,-0.0013
3.61731,-0.0013
3.61741,-0.0013
3.61748,-0.0013
3.61756,-0.0012
3.61763,-0.0011
3.6177,-0.0011
3.61777,-0.0011
3.61784,-0.0011
3.61791,-0.0012
3.61798,-0.0012
3.61805,-0.0012
3.61812,-0.0012
3.6182,-0.0012
3.61827,-0.0012
3.61834,-0.0011
3.61841,-0.0012
3.61848,-0.0012
3.61855,-0.0012
3.61862,-0.0013
3.61868,-0.0014
3.61873,-0.0014
3.61877,-0.0013
3.61882,-0.0013
3.61886,-0.0013
3.6189,-0.0013
3.61895,-0.0013
3.61899,-0.0013
3.61904,-0.0013
3.61908,-0.0013
3.61913,-0.0013
3.61917,-0.0013
3.61921,-0.0012
3.61926,-0.0012
3.67637,-0.0012
3.67645,-0.0013
3.67652,-0.0013
3.67659,-0.0014
3.67666,-0.0014
3.67673,-0.0013
3.6768,-0.0013
3.67686,-0.0012
3.67691,-0.0012
3.67695,-0.0012
3.677,-0.0012
3.67704,-0.0013
3.67708,-0.0012
3.67713,-0.0013
3.67717,-0.0013
3.67721,-0.0013
3.67725,-0.0013
3.6773,-0.0012
3.67734,-0.0012
3.67743,-0.0011
3.67748,-0.0012
3.67753,-0.0012
3.67757,-0.0013
3.67761,-0.0013
3.67767,-0.0013
3.67771,-0.0013
3.67776,-0.0013
3.6778,-0.0013
3.67784,-0.0013
3.67789,-0.0013
3.67793,-0.0013
3.67798,-0.0013
3.67802,-0.0013
3.67807,-0.0013
3.67811,-0.0013
3.67816,-0.0013
3.73532,-0.0012
3.7354,-0.0012
3.73547,-0.0012
3.73554,-0.0012
3.73561,-0.0012
3.73568,-0.0013
3.73575,-0.0013
3.73579,-0.0014
3.73584,-0.0013
3.73588,-0.0013
3.73592,-0.0013
3.73597,-0.0014
3.73601,-0.0013
3.73605,-0.0013
3.7361,-0.0013
3.73614,-0.0012
3.73618,-0.0013
3.73622,-0.0013
3.73627,-0.0013
3.73631,-0.0013
3.73635,-0.0013
3.73639,-0.0013
3.73644,-0.0013
3.73648,-0.0013
3.73652,-0.0013
3.73657,-0.0012
3.73661,-0.0012
3.73666,-0.0011
3.7367,-0.0011
3.73674,-0.0011
3.73679,-0.0011
3.73683,-0.0012
3.73688,-0.0011
3.73692,-0.0011
3.73697,-0.0011
3.79457,-0.0011
3.79465,-0.0011
3.79472,-0.0012
3.79479,-0.0012
3.79486,-0.0012
3.79493,-0.0013
3.79501,-0.0013
3.79508,-0.0013
3.79515,-0.0013
3.79522,-0.0012
3.79529,-0.0012
3.79536,-0.0011
3.79543,-0.0011
3.7955,-0.0012
3.79557,-0.0012
3.79564,-0.0013
3.79571,-0.0014
3.79578,-0.0014
3.79585,-0.0013
3.79592,-0.0013
3.79599,-0.0012
3.79606,-0.0013
3.79613,-0.0013
3.7962,-0.0014
3.79627,-0.0014
3.79634,-0.0013
3.79642,-0.0013
3.79649,-0.0012
3.79656,-0.0012
3.79663,-0.0012
3.7967,-0.0012
3.79677,-0.0012
3.79684,-0.0012
3.79692,-0.0012
3.79699,-0.0012
3.79706,-0.0013
3.85353,-0.0013
3.85362,-0.0013
3.85371,-0.0013
3.85379,-0.0012
3.85387,-0.0012
3.85395,-0.0012
3.85402,-0.0012
3.85408,-0.0012
3.85412,-0.0012
3.85417,-0.0013
3.85422,-0.0013
3.85427,-0.0014
3.85432,-0.0014
3.85436,-0.0013
3.85441,-0.0013
3.85446,-0.0012
3.85451,-0.0012
3.85456,-0.0012
3.85461,-0.0013
3.85465,-0.0013
3.8547,-0.0013
3.85475,-0.0012
3.8548,-0.0012
3.85485,-0.0013
3.85489,-0.0013
3.85494,-0.0013
3.85502,-0.0013
3.85507,-0.0013
3.85512,-0.0013
3.85517,-0.0014
3.85522,-0.0014
3.85527,-0.0013
3.85532,-0.0013
3.85537,-0.0013
3.85542,-0.0013
3.91237,-0.0014
3.91245,-0.0013
3.91252,-0.0013
3.91259,-0.0011
3.91266,-0.0011
3.91273,-0.0012
3.9128,-0.0012
3.91287,-0.0012
3.91294,-0.0012
3.91301,-0.0012
3.91308,-0.0012
3.91316,-0.0013
3.91323,-0.0013
3.9133,-0.0013
3.91337,-0.0013
3.91349,-0.0012
3.91356,-0.0013
3.91362,-0.0013
3.91367,-0.0014
3.91371,-0.0013
3.91375,-0.0013
3.9138,-0.0013
3.91384,-0.0013
3.91388,-0.0013
3.91393,-0.0013
3.91397,-0.0012
3.91401,-0.0012
3.91406,-0.0012
3.9141,-0.0011
3.91414,-0.0011
3.91419,-0.0012
3.91423,-0.0012
3.91428,-0.0012
3.91432,-0.0013
3.91437,-0.0013
3.97159,-0.0013
3.97167,-0.0012
3.97174,-0.0012
3.97181,-0.0012
3.97188,-0.0013
3.97193,-0.0013
3.97197,-0.0013
3.97201,-0.0013
3.97205,-0.0013
3.9721,-0.0013
3.97214,-0.0013
3.97218,-0.0013
3.97223,-0.0012
3.97227,-0.0012
3.97231,-0.0012
3.97235,-0.0013
3.9724,-0.0013
3.97244,-0.0013
3.97248,-0.0013
3.97253,-0.0012
3.97257,-0.0012
3.97261,-0.0012
3.97266,-0.0012
3.9727,-0.0012
3.97274,-0.0012
3.97278,-0.0012
3.97283,-0.0013
3.97287,-0.0013
3.97292,-0.0014
3.97296,-0.0014
3.97301,-0.0014
3.97305,-0.0014
3.97309,-0.0015
3.97314,-0.0015
3.97318,-0.0014
3.97323,-0.0013
4.03053,-0.0012
4.03061,-0.0012
4.03068,-0.0011
4.03075,-0.0011
4.03082,-0.0011
4.03089,-0.0011
4.03096,-0.0011
4.03104,-0.0011
4.03111,-0.0011
4.03118,-0.0012
4.03125,-0.0013
4.03132,-0.0013
4.03139,-0.0013
4.03146,-0.0013
4.03153,-0.0013
4.0316,-0.0013
4.03167,-0.0012
4.03174,-0.0012
4.03181,-0.0012
4.03189,-0.0012
4.03196,-0.0012
4.03203,-0.0012
4.0321,-0.0012
4.03217,-0.0012
4.03224,-0.0012
4.03231,-0.0012
4.03238,-0.0012
4.03245,-0.0012
4.03252,-0.0013
4.03259,-0.0013
4.03267,-0.0013
4.03274,-0.0013
4.03281,-0.0012
4.03288,-0.0012
4.03295,-0.0012
4.08974,-0.0012
4.08978,-0.0012
4.08983,-0.0012
4.08987,-0.0012
4.08991,-0.0012
4.08996,-0.0012
4.09,-0.0012
4.09004,-0.0012
4.09008,-0.0013
4.09013,-0.0014
4.09017,-0.0014
4.09021,-0.0013
4.09025,-0.0013
4.0903,-0.0012
4.09034,-0.0012
4.09038,-0.0012
4.09043,-0.0012
4.09047,-0.0013
4.09051,-0.0013
4.09055,-0.0013
4.0906,-0.0012
4.09064,-0.0012
4.09068,-0.0012
4.09072,-0.0012
4.09077,-0.0012
4.09081,-0.0012
4.09085,-0.0012
4.0909,-0.0013
4.09094,-0.0013
4.09099,-0.0013
4.09103,-0.0012
4.09108,-0.0012
4.09112,-0.0012
4.09116,-0.0012
4.09121,-0.0012
4.09125,-0.0012
4.14867,-0.0012
4.14877,-0.0012
4.14886,-0.0012
4.14894,-0.0012
4.14902,-0.0012
4.1491,-0.0012
4.14918,-0.0012
4.14925,-0.0012
4.14933,-0.0012
4.14942,-0.0012
4.14948,-0.0013
4.14953,-0.0013
4.14957,-0.0013
4.14962,-0.0013
4.14967,-0.0013
4.14972,-0.0013
4.14977,-0.0013
4.14981,-0.0013
